student_id,timestamp,day_of_week,hour_of_day,activity_type,time_spent_minutes,quiz_score,assignment_submission,streak_days,quests_completed_today,xp_earned_today,cumulative_xp,module_type
aguilarralph,2025-05-05 15:34:41,Monday,15,Study,114,0.0,0,6,2,312.0,4407.5,Programming
aguilarralph,2025-05-19 03:49:42,Monday,3,Study,28,0.0,0,1,1,42.0,4449.5,Math
aknight,2025-01-18 08:17:01,Saturday,8,Forum,17,0.0,0,1,1,25.5,25.5,Writing
aknight,2025-01-23 05:43:00,Thursday,5,Study,36,0.0,0,1,1,54.0,79.5,Writing
aknight,2025-01-24 13:24:48,Friday,13,Assignment,202,95.0,1,2,1,778.0,857.5,Math
aknight,2025-01-25 16:43:29,Saturday,16,Quiz,17,71.0,0,3,1,380.5,1238.0,Writing
aknight,2025-02-06 15:25:25,Thursday,15,Study,39,0.0,0,1,1,58.5,1296.5,History
aknight,2025-02-07 02:34:23,Friday,2,Study,50,0.0,0,2,1,75.0,1371.5,Writing
aknight,2025-02-24 19:42:53,Monday,19,Forum,9,0.0,0,1,1,13.5,1385.0,Science
aknight,2025-02-25 16:02:49,Tuesday,16,Study,54,0.0,0,2,1,81.0,1466.0,Programming
aknight,2025-03-05 10:49:17,Wednesday,10,Study,104,0.0,0,1,1,156.0,1622.0,Math
aknight,2025-03-07 05:27:42,Friday,5,Study,72,0.0,0,2,1,108.0,1730.0,Science
aknight,2025-03-09 20:26:52,Sunday,20,Quiz,25,78.0,0,3,1,427.5,2157.5,Writing
aknight,2025-03-15 13:02:10,Saturday,13,Study,69,0.0,0,1,1,103.5,2261.0,Science
aknight,2025-03-20 00:35:19,Thursday,0,Forum,20,0.0,0,1,1,30.0,2291.0,History
aknight,2025-03-24 00:18:38,Monday,0,Study,107,0.0,0,1,1,160.5,2451.5,Programming
aknight,2025-04-03 12:12:02,Thursday,12,Study,32,0.0,0,1,1,48.0,2499.5,History
aknight,2025-04-05 05:11:25,Saturday,5,Study,26,0.0,0,2,1,39.0,2538.5,Writing
aknight,2025-04-16 21:36:31,Wednesday,21,Study,46,0.0,0,1,1,69.0,2607.5,History
aknight,2025-04-17 00:09:36,Thursday,0,Study,102,0.0,0,2,2,232.5,2760.5,Math
aknight,2025-04-17 17:01:47,Thursday,17,Study,53,0.0,0,3,2,232.5,2840.0,Science
aknight,2025-04-30 11:03:39,Wednesday,11,Forum,9,0.0,0,1,1,13.5,2853.5,Science
aknight,2025-05-11 08:40:13,Sunday,8,Study,113,0.0,0,1,2,688.0,3023.0,Math
aknight,2025-05-11 14:10:42,Sunday,14,Assignment,99,74.0,1,2,2,688.0,3541.5,History
aknight,2025-05-14 12:49:26,Wednesday,12,Quiz,16,82.0,0,3,1,434.0,3975.5,Writing
aknight,2025-05-17 14:30:54,Saturday,14,Quiz,26,96.0,0,1,1,519.0,4494.5,Programming
aknight,2025-05-19 16:18:35,Monday,16,Reflection,23,0.0,0,2,1,34.5,4529.0,Science
amanda94,2025-01-18 09:09:03,Saturday,9,Study,20,0.0,0,1,1,30.0,30.0,Programming
amanda94,2025-01-21 17:06:14,Tuesday,17,Study,75,0.0,0,1,1,112.5,142.5,Math
amanda94,2025-01-25 09:34:29,Saturday,9,Study,117,0.0,0,1,1,175.5,318.0,Math
amanda94,2025-01-30 03:16:13,Thursday,3,Quiz,30,67.0,0,1,1,380.0,698.0,Programming
amanda94,2025-02-01 18:06:49,Saturday,18,Quiz,12,81.0,0,2,1,423.0,1121.0,Programming
amanda94,2025-02-11 00:00:05,Tuesday,0,Assignment,169,87.0,1,1,1,688.5,1809.5,Writing
amanda94,2025-02-13 23:01:20,Thursday,23,Study,90,0.0,0,2,1,135.0,1944.5,History
amanda94,2025-02-17 05:31:35,Monday,5,Study,29,0.0,0,1,1,43.5,1988.0,Science
amanda94,2025-02-19 00:04:19,Wednesday,0,Study,66,0.0,0,2,1,99.0,2087.0,Writing
amanda94,2025-02-21 15:21:10,Friday,15,Study,92,0.0,0,3,1,138.0,2225.0,Math
amanda94,2025-03-05 03:14:19,Wednesday,3,Study,23,0.0,0,1,1,34.5,2259.5,History
amanda94,2025-03-20 02:53:47,Thursday,2,Study,78,0.0,0,1,1,117.0,2376.5,Math
amanda94,2025-03-28 21:38:20,Friday,21,Study,55,0.0,0,1,1,82.5,2459.0,Programming
amanda94,2025-04-04 00:38:04,Friday,0,Study,74,0.0,0,1,1,111.0,2570.0,Programming
amanda94,2025-04-07 15:50:28,Monday,15,Study,113,0.0,0,1,1,169.5,2739.5,Science
amanda94,2025-04-14 02:13:17,Monday,2,Study,63,0.0,0,1,1,94.5,2834.0,History
amanda94,2025-04-27 13:56:39,Sunday,13,Reflection,16,0.0,0,1,1,24.0,2858.0,Writing
amanda94,2025-05-02 05:40:13,Friday,5,Study,36,0.0,0,1,1,54.0,2912.0,Math
amanda94,2025-05-05 04:54:54,Monday,4,Study,101,0.0,0,2,1,151.5,3063.5,History
amitchell,2025-01-19 20:38:12,Sunday,20,Assignment,141,99.0,1,1,1,706.5,706.5,History
amitchell,2025-01-21 11:31:25,Tuesday,11,Assignment,191,71.0,1,2,2,671.5,1348.0,Writing
amitchell,2025-01-21 11:43:17,Tuesday,11,Reflection,20,0.0,0,3,2,671.5,1378.0,Science
amitchell,2025-01-22 06:44:13,Wednesday,6,Forum,13,0.0,0,4,1,19.5,1397.5,Math
amitchell,2025-01-28 17:29:00,Tuesday,17,Assignment,87,94.0,1,1,1,600.5,1998.0,Programming
amitchell,2025-01-30 13:45:55,Thursday,13,Assignment,111,68.0,1,2,1,506.5,2504.5,Writing
amitchell,2025-02-14 00:40:23,Friday,0,Study,72,0.0,0,1,1,108.0,2612.5,Math
amitchell,2025-02-20 09:05:15,Thursday,9,Study,65,0.0,0,1,1,97.5,2710.0,Science
amitchell,2025-03-03 09:01:31,Monday,9,Study,82,0.0,0,1,1,123.0,2833.0,Writing
amitchell,2025-03-09 03:10:57,Sunday,3,Quiz,18,90.0,0,1,1,477.0,3310.0,Science
amitchell,2025-03-17 07:34:32,Monday,7,Study,89,0.0,0,1,1,133.5,3443.5,Writing
amitchell,2025-03-26 21:06:21,Wednesday,21,Study,48,0.0,0,1,1,72.0,3515.5,Programming
amitchell,2025-03-31 14:41:04,Monday,14,Study,84,0.0,0,1,1,126.0,3641.5,Programming
amitchell,2025-04-05 12:55:50,Saturday,12,Study,90,0.0,0,1,1,135.0,3776.5,Math
amitchell,2025-04-06 21:14:33,Sunday,21,Study,87,0.0,0,2,1,130.5,3907.0,Writing
amitchell,2025-04-13 23:53:25,Sunday,23,Study,87,0.0,0,1,1,130.5,4037.5,Programming
amitchell,2025-04-19 05:03:13,Saturday,5,Quiz,19,80.0,0,1,1,428.5,4466.0,History
amitchell,2025-04-24 12:06:41,Thursday,12,Forum,20,0.0,0,1,1,30.0,4496.0,Math
amitchell,2025-05-03 19:20:58,Saturday,19,Study,28,0.0,0,1,1,42.0,4538.0,Writing
amitchell,2025-05-14 04:25:14,Wednesday,4,Study,80,0.0,0,1,2,825.5,4658.0,History
amitchell,2025-05-14 14:04:04,Wednesday,14,Assignment,197,82.0,1,2,2,825.5,5363.5,Math
amy25,2025-01-21 18:04:15,Tuesday,18,Study,105,0.0,0,1,2,578.5,157.5,Math
amy25,2025-01-21 21:34:35,Tuesday,21,Quiz,14,80.0,0,2,2,578.5,578.5,History
amy25,2025-01-22 04:18:04,Wednesday,4,Assignment,196,74.0,1,3,1,664.0,1242.5,Programming
amy25,2025-02-01 04:55:00,Saturday,4,Study,70,0.0,0,1,1,105.0,1347.5,Science
amy25,2025-02-15 00:41:43,Saturday,0,Study,106,0.0,0,1,2,330.0,1506.5,Science
amy25,2025-02-15 20:33:33,Saturday,20,Study,114,0.0,0,2,2,330.0,1677.5,History
amy25,2025-02-17 04:29:45,Monday,4,Study,90,0.0,0,3,1,135.0,1812.5,History
amy25,2025-02-26 18:44:18,Wednesday,18,Study,104,0.0,0,1,1,156.0,1968.5,Writing
amy25,2025-03-04 14:16:26,Tuesday,14,Study,84,0.0,0,1,1,126.0,2094.5,Science
amy25,2025-04-05 13:15:24,Saturday,13,Quiz,19,55.0,0,1,2,934.5,2398.0,Science
amy25,2025-04-05 13:59:07,Saturday,13,Assignment,124,89.0,1,2,2,934.5,3029.0,Math
amy25,2025-04-06 17:09:27,Sunday,17,Quiz,24,75.0,0,3,1,411.0,3440.0,Math
amy25,2025-05-01 00:57:25,Thursday,0,Reflection,12,0.0,0,1,1,18.0,3458.0,Writing
amy25,2025-05-14 14:18:46,Wednesday,14,Study,111,0.0,0,1,1,166.5,3624.5,History
amy25,2025-05-15 08:31:21,Thursday,8,Study,66,0.0,0,2,1,99.0,3723.5,Science
andrewbates,2025-01-24 16:46:30,Friday,16,Study,93,0.0,0,1,1,139.5,139.5,Writing
andrewbates,2025-01-26 20:15:13,Sunday,20,Study,89,0.0,0,2,1,133.5,273.0,Writing
andrewbates,2025-02-25 12:51:40,Tuesday,12,Quiz,18,75.0,0,1,1,402.0,675.0,Programming
andrewbates,2025-02-26 06:49:35,Wednesday,6,Reflection,10,0.0,0,2,1,15.0,690.0,Science
andrewbates,2025-03-10 17:15:46,Monday,17,Quiz,18,60.0,0,1,1,327.0,1017.0,History
andrewbates,2025-03-24 04:47:11,Monday,4,Study,120,0.0,0,1,2,703.0,1197.0,Writing
andrewbates,2025-03-24 12:41:35,Monday,12,Quiz,22,98.0,0,2,2,703.0,1720.0,History
andrewbates,2025-03-28 16:05:07,Friday,16,Study,116,0.0,0,1,1,174.0,1894.0,History
andrewbates,2025-04-03 14:26:22,Thursday,14,Study,111,0.0,0,1,1,166.5,2060.5,Writing
andrewbates,2025-04-07 19:27:57,Monday,19,Study,109,0.0,0,1,1,163.5,2224.0,Programming
andrewbates,2025-04-15 13:12:47,Tuesday,13,Forum,6,0.0,0,1,1,9.0,2233.0,Writing
andrewbates,2025-04-17 21:45:53,Thursday,21,Study,38,0.0,0,2,1,57.0,2290.0,Writing
andrewbates,2025-04-21 17:49:03,Monday,17,Reflection,22,0.0,0,1,1,33.0,2323.0,Writing
andrewbates,2025-05-04 03:01:23,Sunday,3,Quiz,21,96.0,0,1,2,589.5,2834.5,History
andrewbates,2025-05-04 22:06:40,Sunday,22,Study,52,0.0,0,2,2,589.5,2912.5,Writing
andrewbates,2025-05-05 01:44:01,Monday,1,Study,108,0.0,0,3,1,162.0,3074.5,Science
andrewbates,2025-05-06 20:47:44,Tuesday,20,Study,95,0.0,0,4,1,142.5,3217.0,Programming
andrewbates,2025-05-10 06:31:20,Saturday,6,Study,55,0.0,0,1,1,82.5,3299.5,History
andrewbates,2025-05-17 01:00:53,Saturday,1,Quiz,25,61.0,0,1,1,342.5,3642.0,Programming
anthonymartin,2025-01-19 11:53:06,Sunday,11,Quiz,28,72.0,0,1,1,402.0,402.0,History
anthonymartin,2025-02-06 08:33:31,Thursday,8,Study,85,0.0,0,1,1,127.5,529.5,Math
anthonymartin,2025-02-08 13:28:02,Saturday,13,Study,74,0.0,0,2,1,111.0,640.5,Writing
anthonymartin,2025-02-12 04:15:43,Wednesday,4,Assignment,219,86.0,1,1,1,758.5,1399.0,Writing
anthonymartin,2025-02-21 18:47:03,Friday,18,Study,97,0.0,0,1,1,145.5,1544.5,Writing
anthonymartin,2025-02-24 18:15:47,Monday,18,Study,96,0.0,0,2,1,144.0,1688.5,Writing
anthonymartin,2025-02-25 05:28:04,Tuesday,5,Study,107,0.0,0,3,1,160.5,1849.0,Science
anthonymartin,2025-03-01 01:33:49,Saturday,1,Assignment,110,100.0,1,1,1,665.0,2514.0,History
anthonymartin,2025-03-02 11:23:21,Sunday,11,Quiz,15,98.0,0,2,1,512.5,3026.5,Science
anthonymartin,2025-03-04 08:12:04,Tuesday,8,Quiz,14,70.0,0,3,1,371.0,3397.5,History
anthonymartin,2025-03-10 17:13:58,Monday,17,Forum,17,0.0,0,1,1,25.5,3423.0,Writing
anthonymartin,2025-03-17 23:19:08,Monday,23,Study,41,0.0,0,1,1,61.5,3484.5,Writing
anthonymartin,2025-04-20 20:55:28,Sunday,20,Study,78,0.0,0,1,1,117.0,3601.5,Programming
anthonymartin,2025-04-26 18:19:21,Saturday,18,Study,65,0.0,0,1,1,97.5,3699.0,Programming
anthonymartin,2025-04-28 01:35:15,Monday,1,Reflection,11,0.0,0,2,2,676.5,3715.5,Math
anthonymartin,2025-04-28 16:28:01,Monday,16,Assignment,150,87.0,1,3,2,676.5,4375.5,Programming
anthonymartin,2025-05-04 09:16:01,Sunday,9,Study,116,0.0,0,1,1,174.0,4549.5,History
anthonymartin,2025-05-19 03:58:25,Monday,3,Study,102,0.0,0,1,1,153.0,4702.5,History
asmith,2025-01-15 11:27:47,Wednesday,11,Quiz,19,69.0,0,1,2,992.0,373.5,Science
asmith,2025-01-15 12:51:19,Wednesday,12,Assignment,119,88.0,1,2,2,992.0,992.0,Writing
asmith,2025-01-21 17:16:26,Tuesday,17,Study,56,0.0,0,1,1,84.0,1076.0,Math
asmith,2025-01-22 07:46:58,Wednesday,7,Study,57,0.0,0,2,1,85.5,1161.5,History
asmith,2025-01-30 05:45:44,Thursday,5,Study,82,0.0,0,1,1,123.0,1284.5,Writing
asmith,2025-03-04 21:58:47,Tuesday,21,Study,107,0.0,0,1,1,160.5,1445.0,History
asmith,2025-03-10 06:33:59,Monday,6,Study,89,0.0,0,1,1,133.5,1578.5,Science
asmith,2025-03-16 09:34:42,Sunday,9,Study,117,0.0,0,1,1,175.5,1754.0,Programming
asmith,2025-03-22 07:46:10,Saturday,7,Forum,11,0.0,0,1,1,16.5,1770.5,Math
asmith,2025-03-25 04:21:17,Tuesday,4,Study,49,0.0,0,2,1,73.5,1844.0,Programming
asmith,2025-04-08 22:45:37,Tuesday,22,Reflection,12,0.0,0,1,1,18.0,1862.0,Writing
asmith,2025-04-09 14:45:11,Wednesday,14,Study,92,0.0,0,2,1,138.0,2000.0,History
asmith,2025-04-12 01:38:21,Saturday,1,Study,46,0.0,0,3,1,69.0,2069.0,Math
asmith,2025-04-15 23:21:30,Tuesday,23,Study,35,0.0,0,1,1,52.5,2121.5,Science
asmith,2025-05-02 03:53:44,Friday,3,Quiz,23,73.0,0,1,1,399.5,2521.0,Writing
athomas,2025-02-05 03:14:19,Wednesday,3,Assignment,201,66.0,1,1,2,940.0,631.5,Math
athomas,2025-02-05 11:51:12,Wednesday,11,Quiz,19,56.0,0,2,2,940.0,940.0,Programming
athomas,2025-02-08 02:00:13,Saturday,2,Study,113,0.0,0,3,1,169.5,1109.5,Math
athomas,2025-02-15 23:36:13,Saturday,23,Reflection,15,0.0,0,1,1,22.5,1132.0,Science
athomas,2025-02-16 05:18:30,Sunday,5,Study,37,0.0,0,2,1,55.5,1187.5,History
athomas,2025-02-20 06:16:46,Thursday,6,Study,80,0.0,0,1,1,120.0,1307.5,Writing
athomas,2025-02-26 14:16:53,Wednesday,14,Study,61,0.0,0,1,1,91.5,1399.0,Math
athomas,2025-03-19 02:29:26,Wednesday,2,Study,75,0.0,0,1,1,112.5,1511.5,History
athomas,2025-03-24 14:24:52,Monday,14,Quiz,21,91.0,0,1,1,486.5,1998.0,Programming
athomas,2025-04-02 17:55:49,Wednesday,17,Assignment,66,99.0,1,1,1,594.0,2592.0,Science
athomas,2025-04-06 17:27:52,Sunday,17,Study,87,0.0,0,1,1,130.5,2722.5,Science
athomas,2025-04-09 02:05:25,Wednesday,2,Study,72,0.0,0,2,1,108.0,2830.5,Science
athomas,2025-04-13 04:19:09,Sunday,4,Quiz,27,78.0,0,1,1,430.5,3261.0,Science
athomas,2025-04-15 12:32:33,Tuesday,12,Study,48,0.0,0,2,1,72.0,3333.0,History
athomas,2025-04-17 01:38:33,Thursday,1,Assignment,221,76.0,1,3,1,711.5,4044.5,Programming
athomas,2025-04-19 13:39:00,Saturday,13,Reflection,21,0.0,0,4,3,102.0,4076.0,Math
athomas,2025-04-19 19:04:18,Saturday,19,Study,26,0.0,0,5,3,102.0,4115.0,Math
athomas,2025-04-19 21:01:38,Saturday,21,Reflection,21,0.0,0,6,3,102.0,4146.5,Science
athomas,2025-04-21 02:58:21,Monday,2,Forum,16,0.0,0,7,1,24.0,4170.5,Science
athomas,2025-04-23 00:37:17,Wednesday,0,Assignment,128,84.0,1,8,1,612.0,4782.5,Programming
athomas,2025-04-27 19:13:39,Sunday,19,Study,76,0.0,0,1,1,114.0,4896.5,Science
athomas,2025-05-05 01:23:58,Monday,1,Study,21,0.0,0,1,1,31.5,4928.0,Writing
athomas,2025-05-19 14:21:58,Monday,14,Forum,14,0.0,0,1,1,21.0,4949.0,Science
bailey01,2025-01-26 06:21:57,Sunday,6,Quiz,21,91.0,0,1,1,486.5,486.5,Writing
bailey01,2025-02-01 01:08:06,Saturday,1,Study,98,0.0,0,1,1,147.0,633.5,Science
bailey01,2025-02-04 23:16:27,Tuesday,23,Study,86,0.0,0,1,1,129.0,762.5,Science
bailey01,2025-02-06 13:07:10,Thursday,13,Quiz,17,87.0,0,2,1,460.5,1223.0,Writing
bailey01,2025-02-11 06:10:19,Tuesday,6,Study,33,0.0,0,1,1,49.5,1272.5,Writing
bailey01,2025-02-18 21:56:53,Tuesday,21,Study,104,0.0,0,1,1,156.0,1428.5,History
bailey01,2025-02-23 17:28:36,Sunday,17,Reflection,14,0.0,0,1,1,21.0,1449.5,Programming
bailey01,2025-02-24 21:14:30,Monday,21,Study,97,0.0,0,2,1,145.5,1595.0,Writing
bailey01,2025-02-26 17:46:47,Wednesday,17,Study,29,0.0,0,3,1,43.5,1638.5,Math
bailey01,2025-02-28 22:12:46,Friday,22,Forum,19,0.0,0,4,1,28.5,1667.0,Writing
bailey01,2025-03-04 08:04:19,Tuesday,8,Study,36,0.0,0,1,1,54.0,1721.0,Writing
bailey01,2025-03-06 06:39:20,Thursday,6,Forum,13,0.0,0,2,2,85.5,1740.5,History
bailey01,2025-03-06 10:20:09,Thursday,10,Study,44,0.0,0,3,2,85.5,1806.5,Math
bailey01,2025-03-10 10:31:58,Monday,10,Quiz,30,57.0,0,1,1,330.0,2136.5,Math
bailey01,2025-03-11 11:06:43,Tuesday,11,Study,59,0.0,0,2,1,88.5,2225.0,Programming
bailey01,2025-03-27 18:37:13,Thursday,18,Study,25,0.0,0,1,1,37.5,2262.5,History
bailey01,2025-04-05 06:13:53,Saturday,6,Forum,10,0.0,0,1,1,15.0,2277.5,History
bailey01,2025-04-21 19:03:58,Monday,19,Forum,13,0.0,0,1,1,19.5,2297.0,Programming
bailey01,2025-04-25 21:47:25,Friday,21,Study,45,0.0,0,1,1,67.5,2364.5,History
bailey01,2025-05-04 11:10:08,Sunday,11,Assignment,196,71.0,1,1,1,649.0,3013.5,Programming
bailey01,2025-05-15 08:29:32,Thursday,8,Quiz,27,84.0,0,1,1,460.5,3474.0,Writing
barbaraevans,2025-01-16 01:55:04,Thursday,1,Quiz,26,55.0,0,1,1,314.0,314.0,Science
barbaraevans,2025-01-18 09:47:29,Saturday,9,Study,37,0.0,0,2,1,55.5,369.5,History
barbaraevans,2025-01-25 15:47:00,Saturday,15,Study,111,0.0,0,1,1,166.5,536.0,Science
barbaraevans,2025-02-05 16:41:55,Wednesday,16,Study,28,0.0,0,1,1,42.0,578.0,Science
barbaraevans,2025-02-06 09:29:48,Thursday,9,Quiz,24,85.0,0,2,1,461.0,1039.0,Math
barbaraevans,2025-02-09 12:46:19,Sunday,12,Study,43,0.0,0,1,1,64.5,1103.5,History
barbaraevans,2025-02-13 12:32:48,Thursday,12,Quiz,11,60.0,0,1,1,316.5,1420.0,Writing
barbaraevans,2025-02-17 19:57:24,Monday,19,Quiz,16,85.0,0,1,1,449.0,1869.0,Math
barbaraevans,2025-02-19 15:56:01,Wednesday,15,Study,34,0.0,0,2,1,51.0,1920.0,Science
barbaraevans,2025-02-23 19:37:31,Sunday,19,Study,83,0.0,0,1,1,124.5,2044.5,History
barbaraevans,2025-03-01 02:46:36,Saturday,2,Study,115,0.0,0,1,2,820.5,2217.0,Writing
barbaraevans,2025-03-01 11:23:02,Saturday,11,Assignment,122,93.0,1,2,2,820.5,2865.0,Science
barbaraevans,2025-03-05 15:14:50,Wednesday,15,Quiz,24,75.0,0,1,1,411.0,3276.0,Science
barbaraevans,2025-03-09 07:08:51,Sunday,7,Study,110,0.0,0,1,1,165.0,3441.0,History
barbaraevans,2025-03-31 08:01:49,Monday,8,Assignment,63,68.0,1,1,1,434.5,3875.5,Math
barbaraevans,2025-04-05 03:39:00,Saturday,3,Study,66,0.0,0,1,2,133.5,3974.5,Programming
barbaraevans,2025-04-05 21:24:09,Saturday,21,Study,23,0.0,0,2,2,133.5,4009.0,Science
barbaraevans,2025-04-17 18:45:23,Thursday,18,Assignment,204,86.0,1,1,1,736.0,4745.0,Writing
barbaraevans,2025-04-20 20:17:18,Sunday,20,Study,92,0.0,0,1,1,138.0,4883.0,History
barbaraevans,2025-04-29 02:28:56,Tuesday,2,Reflection,19,0.0,0,1,2,174.0,4911.5,Programming
barbaraevans,2025-04-29 15:18:52,Tuesday,15,Study,97,0.0,0,2,2,174.0,5057.0,History
barbaraevans,2025-04-30 05:39:46,Wednesday,5,Study,90,0.0,0,3,1,135.0,5192.0,Programming
barbaraevans,2025-05-02 03:03:43,Friday,3,Quiz,16,71.0,0,4,1,379.0,5571.0,History
barbaraevans,2025-05-07 05:10:40,Wednesday,5,Assignment,71,86.0,1,1,1,536.5,6107.5,Writing
barbaraevans,2025-05-09 21:51:14,Friday,21,Quiz,28,90.0,0,2,1,492.0,6599.5,Programming
barbaraevans,2025-05-11 14:08:10,Sunday,14,Quiz,19,76.0,0,3,1,408.5,7008.0,Math
barbaraevans,2025-05-17 02:58:43,Saturday,2,Quiz,19,93.0,0,1,1,493.5,7501.5,History
bking,2025-01-18 11:51:04,Saturday,11,Reflection,15,0.0,0,1,1,22.5,22.5,History
bking,2025-01-26 14:30:22,Sunday,14,Forum,5,0.0,0,1,2,51.0,30.0,Science
bking,2025-01-26 19:51:48,Sunday,19,Study,29,0.0,0,2,2,51.0,73.5,Programming
bking,2025-02-09 08:12:56,Sunday,8,Assignment,177,84.0,1,1,1,685.5,759.0,Science
